Drift_Level,qna_1_V1,qna_1_V2,qna_1_V3,qna_2_V1,qna_2_V2,qna_2_V3,qna_3_V1,qna_3_V2,qna_3_V3,qna_4_V1,qna_4_V2,qna_4_V3,qna_5_V1,qna_5_V2,qna_5_V3,qna_6_V1,qna_6_V2,qna_6_V3,qna_7_V1,qna_7_V2,qna_7_V3,qna_8_V1,qna_8_V2,qna_8_V3,qna_9_V1,qna_9_V2,qna_9_V3,qna_10_V1,qna_10_V2,qna_10_V3,qna_1_mean,qna_1_std,qna_2_mean,qna_2_std,qna_3_mean,qna_3_std,qna_4_mean,qna_4_std,qna_5_mean,qna_5_std,qna_6_mean,qna_6_std,qna_7_mean,qna_7_std,qna_8_mean,qna_8_std,qna_9_mean,qna_9_std,qna_10_mean,qna_10_std,overall_mean,overall_std,relative_drop_%
1,90.87,86.29,84.64,100.0,100.0,100.0,92.31,89.93,91.76,91.23,100.0,100.0,80.58,85.26,87.11,83.75,100.0,87.05,100.0,78.3,78.2,100.0,67.13,72.16,82.34,84.61,100.0,91.9,80.83,77.53,87.267,3.228,100.0,0.0,91.333,1.246,97.077,5.063,84.317,3.366,90.267,8.589,85.5,12.557,79.763,17.705,88.983,9.608,83.42,7.527,88.793,9.331,0.0
2,91.75,88.02,90.21,82.87,74.99,92.09,89.82,89.82,82.27,89.25,84.62,93.69,88.36,81.03,90.84,96.05,82.0,90.51,79.29,80.21,79.76,79.27,86.82,78.99,80.24,83.64,83.64,69.22,90.68,79.21,89.993,1.874,83.317,8.559,87.303,4.359,89.187,4.535,86.743,5.101,89.52,7.077,79.753,0.46,81.693,4.442,82.507,1.963,79.703,10.739,84.972,6.169,4.303
3,89.29,88.7,84.78,92.11,82.04,84.9,88.09,86.04,79.26,84.62,91.48,78.17,85.7,81.62,63.48,90.88,68.71,73.14,77.62,74.9,70.3,62.47,83.9,66.48,79.52,83.64,85.49,76.54,89.14,61.51,87.59,2.451,86.35,5.189,84.463,4.621,84.757,6.656,76.933,11.828,77.577,11.732,74.273,3.7,70.95,11.393,82.883,3.056,75.73,13.833,80.151,8.965,9.733
4,90.75,80.8,85.84,83.73,92.73,86.32,83.3,82.19,77.76,80.73,88.8,88.26,85.54,57.52,87.9,92.98,88.73,72.5,58.95,76.66,76.41,74.74,83.8,82.95,80.74,78.34,74.25,83.3,88.05,80.06,85.797,4.975,87.593,4.633,81.083,2.931,85.93,4.511,76.987,16.9,84.737,10.808,70.673,10.153,80.497,5.004,77.777,3.281,83.803,4.019,81.488,8.297,8.227
5,87.38,82.29,80.0,89.79,81.84,63.44,80.86,79.1,85.86,89.87,86.2,83.7,82.39,76.44,84.86,85.46,88.39,84.29,75.4,65.99,67.68,70.8,76.09,73.27,65.13,69.08,62.53,50.74,88.42,76.01,83.223,3.777,78.357,13.516,81.94,3.507,86.59,3.103,81.23,4.328,86.047,2.112,69.69,5.017,73.387,2.647,65.58,3.298,71.723,19.202,77.777,9.709,12.406
