Drift_Level,classification_1_V1,classification_1_V2,classification_1_V3,classification_2_V1,classification_2_V2,classification_2_V3,classification_3_V1,classification_3_V2,classification_3_V3,classification_4_V1,classification_4_V2,classification_4_V3,classification_5_V1,classification_5_V2,classification_5_V3,classification_6_V1,classification_6_V2,classification_6_V3,classification_7_V1,classification_7_V2,classification_7_V3,classification_8_V1,classification_8_V2,classification_8_V3,classification_9_V1,classification_9_V2,classification_9_V3,classification_10_V1,classification_10_V2,classification_10_V3,classification_1_mean,classification_1_std,classification_2_mean,classification_2_std,classification_3_mean,classification_3_std,classification_4_mean,classification_4_std,classification_5_mean,classification_5_std,classification_6_mean,classification_6_std,classification_7_mean,classification_7_std,classification_8_mean,classification_8_std,classification_9_mean,classification_9_std,classification_10_mean,classification_10_std,overall_mean,overall_std,relative_drop_%
1,100.0,100.0,86.61,86.18,78.14,100.0,76.29,100.0,100.0,100.0,87.24,100.0,90.7,91.39,95.04,87.41,100.0,92.89,100.0,100.0,100.0,100.0,100.0,82.55,83.71,84.53,89.34,86.36,100.0,88.99,95.537,7.731,88.107,11.057,92.097,13.689,95.747,7.367,92.377,2.332,93.433,6.313,100.0,0.0,94.183,10.075,85.86,3.042,91.783,7.236,92.912,7.635,0.0
2,85.6,88.31,90.19,87.24,81.76,88.37,88.41,85.09,88.13,90.34,80.25,89.57,88.77,77.08,90.98,85.8,89.02,87.31,84.87,90.48,85.02,77.93,79.44,75.58,85.55,89.54,85.01,89.77,92.2,88.3,88.033,2.307,85.79,3.536,87.21,1.841,86.72,5.616,85.61,7.469,87.377,1.611,86.79,3.197,77.65,1.945,86.7,2.474,90.09,1.97,86.197,4.38,7.228
3,87.46,80.9,81.45,79.53,78.89,91.62,80.84,90.18,82.13,85.59,90.5,75.61,90.98,93.73,88.94,87.39,87.16,82.51,82.87,78.78,84.84,78.82,87.69,84.57,84.97,85.55,84.82,80.28,91.04,92.2,83.27,3.639,83.347,7.172,84.383,5.061,83.9,7.587,91.217,2.404,85.687,2.753,82.163,3.091,83.693,4.5,85.113,0.386,87.84,6.573,85.061,4.776,8.45
4,85.47,88.97,85.52,67.47,74.21,76.57,82.92,86.29,81.09,88.5,90.26,88.02,87.92,85.56,80.27,89.64,85.86,87.37,82.62,87.15,81.89,76.5,77.47,80.83,82.39,78.82,84.97,75.72,76.29,84.51,86.653,2.006,72.75,4.722,83.433,2.638,88.927,1.179,84.583,3.917,87.623,1.903,83.887,2.85,78.267,2.272,82.06,3.088,78.84,4.919,82.702,5.432,10.989
5,78.9,74.56,69.14,70.49,73.14,67.8,76.42,66.14,82.81,78.35,60.17,71.72,86.58,81.33,83.1,78.39,86.52,78.49,76.93,79.77,73.46,72.33,74.38,64.24,78.22,74.55,83.75,74.35,71.58,72.54,74.2,4.89,70.477,2.67,75.123,8.41,70.08,9.2,83.67,2.671,81.133,4.665,76.72,3.16,70.317,5.361,78.84,4.631,72.823,1.407,75.338,6.322,18.915
