Drift_Level,classification_1_V1,classification_1_V2,classification_1_V3,classification_2_V1,classification_2_V2,classification_2_V3,classification_3_V1,classification_3_V2,classification_3_V3,classification_4_V1,classification_4_V2,classification_4_V3,classification_5_V1,classification_5_V2,classification_5_V3,classification_6_V1,classification_6_V2,classification_6_V3,classification_7_V1,classification_7_V2,classification_7_V3,classification_8_V1,classification_8_V2,classification_8_V3,classification_9_V1,classification_9_V2,classification_9_V3,classification_10_V1,classification_10_V2,classification_10_V3,classification_1_mean,classification_1_std,classification_2_mean,classification_2_std,classification_3_mean,classification_3_std,classification_4_mean,classification_4_std,classification_5_mean,classification_5_std,classification_6_mean,classification_6_std,classification_7_mean,classification_7_std,classification_8_mean,classification_8_std,classification_9_mean,classification_9_std,classification_10_mean,classification_10_std,overall_mean,overall_std,relative_drop_%
1,88.58,90.03,91.48,89.99,86.03,86.92,84.25,88.67,89.93,91.85,87.27,88.84,82.85,88.5,81.6,76.78,92.36,83.44,83.22,80.39,87.15,90.02,83.85,90.4,78.22,84.74,89.18,85.85,85.57,88.52,90.03,1.45,87.647,2.078,87.617,2.983,89.32,2.327,84.317,3.676,84.193,7.817,83.587,3.395,88.09,3.677,84.047,5.513,86.647,1.628,86.549,3.97,0.0
2,82.56,85.0,91.07,82.19,84.8,84.06,88.05,86.01,84.13,85.8,89.98,91.9,73.33,76.67,83.79,86.37,90.51,89.77,86.03,85.61,86.05,88.1,86.06,84.31,81.14,87.02,88.44,81.77,88.67,79.84,86.21,4.382,83.683,1.345,86.063,1.961,89.227,3.119,77.93,5.343,88.883,2.208,85.897,0.248,86.157,1.897,85.533,3.87,83.427,4.642,85.301,4.111,1.442
3,79.78,90.15,85.51,87.05,87.94,84.95,91.69,83.31,85.31,89.81,91.53,83.47,77.82,80.07,85.36,87.84,85.05,81.62,86.59,82.52,85.87,83.87,82.51,85.23,90.04,90.28,85.87,83.45,87.68,88.39,85.147,5.195,86.647,1.535,86.77,4.377,88.27,4.245,81.083,3.871,84.837,3.115,84.993,2.172,83.87,1.36,88.73,2.48,86.507,2.671,85.685,3.505,0.998
4,87.33,84.82,91.4,85.35,81.19,83.91,75.09,83.67,85.95,90.67,87.26,91.66,81.38,78.33,72.46,63.82,76.88,90.47,79.37,86.46,83.54,85.63,84.54,72.92,86.18,84.87,89.48,82.95,82.12,77.68,87.85,3.321,83.483,2.113,81.57,5.726,89.863,2.308,77.39,4.534,77.057,13.326,83.123,3.563,81.03,7.045,86.843,2.376,80.917,2.834,82.913,6.279,4.202
5,77.28,66.0,64.14,88.72,82.16,61.64,82.94,67.7,75.41,84.4,81.82,73.7,76.98,73.17,79.4,72.55,88.56,83.75,84.3,81.62,69.41,79.13,79.74,75.12,83.44,77.67,85.94,81.13,80.73,82.94,69.14,7.111,77.507,14.127,75.35,7.62,79.973,5.584,76.517,3.141,81.62,8.215,78.443,7.937,77.997,2.51,82.35,4.241,81.6,1.178,78.05,7.002,9.821
