Drift_Level,qna_1_V1,qna_1_V2,qna_1_V3,qna_2_V1,qna_2_V2,qna_2_V3,qna_3_V1,qna_3_V2,qna_3_V3,qna_4_V1,qna_4_V2,qna_4_V3,qna_5_V1,qna_5_V2,qna_5_V3,qna_6_V1,qna_6_V2,qna_6_V3,qna_7_V1,qna_7_V2,qna_7_V3,qna_8_V1,qna_8_V2,qna_8_V3,qna_9_V1,qna_9_V2,qna_9_V3,qna_10_V1,qna_10_V2,qna_10_V3,qna_1_mean,qna_1_std,qna_2_mean,qna_2_std,qna_3_mean,qna_3_std,qna_4_mean,qna_4_std,qna_5_mean,qna_5_std,qna_6_mean,qna_6_std,qna_7_mean,qna_7_std,qna_8_mean,qna_8_std,qna_9_mean,qna_9_std,qna_10_mean,qna_10_std,overall_mean,overall_std,relative_drop_%
1,96.54,94.56,93.77,97.98,95.94,97.15,93.09,93.06,95.59,95.74,95.33,94.57,96.71,97.51,95.28,83.49,95.9,91.34,91.38,92.45,82.6,96.66,89.43,89.09,93.39,95.46,95.45,92.79,89.8,94.15,94.957,1.427,97.023,1.026,93.913,1.452,95.213,0.594,96.5,1.13,90.243,6.277,88.81,5.405,91.727,4.276,94.767,1.192,92.247,2.225,93.54,3.699,0.0
2,94.52,94.91,95.36,96.87,84.06,97.96,93.31,92.78,89.35,95.31,93.93,94.75,94.53,96.71,94.89,91.41,92.98,90.67,93.62,91.79,92.94,94.97,94.3,85.94,86.67,86.23,85.78,84.73,87.25,87.73,94.93,0.42,92.963,7.73,91.813,2.15,94.663,0.694,95.377,1.169,91.687,1.18,92.783,0.925,91.737,5.031,86.227,0.445,86.57,1.611,91.875,4.017,1.78
3,94.53,94.64,96.07,96.03,96.43,95.02,93.8,87.54,92.77,96.15,94.84,94.87,95.8,95.12,80.49,96.8,89.08,57.43,90.83,80.58,87.28,88.75,93.41,91.66,89.09,88.3,85.96,91.21,94.25,73.16,95.08,0.859,95.827,0.727,91.37,3.357,95.287,0.748,90.47,8.65,81.103,20.862,86.23,5.205,91.273,2.354,87.783,1.628,86.207,11.401,90.063,8.282,3.717
4,94.69,92.7,91.63,94.2,96.84,95.85,94.85,79.13,75.2,73.84,94.03,94.17,95.44,89.2,93.73,96.01,91.72,70.13,62.0,90.53,91.63,67.31,83.64,90.52,93.22,80.83,76.43,86.52,68.78,92.96,93.007,1.553,95.63,1.334,83.06,10.398,87.347,11.697,92.79,3.224,85.953,13.87,81.387,16.798,80.49,11.921,83.493,8.706,82.753,12.522,86.591,10.184,7.429
5,85.49,85.41,87.82,94.51,87.44,66.71,80.41,74.66,81.07,78.34,84.09,83.81,87.34,84.59,90.87,76.76,89.88,92.19,79.73,71.65,80.86,91.65,85.53,70.59,71.57,78.2,49.06,53.35,94.38,88.2,86.24,1.369,82.887,14.449,78.713,3.526,82.08,3.242,87.6,3.148,86.277,8.322,77.413,5.023,82.59,10.833,66.277,15.274,78.643,22.122,80.872,10.82,13.543
