Category,Drift_Level,Prompt_ID,Base_Prompt_Num,Variant_Num,Prompt_CosSim,Prompt_Group_Mean,Prompt_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_4bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_8bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_CosSim,Mistral-7B-Instruct-v0.2_fp16_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_4bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_8bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_CosSim,Meta-Llama-3-8B-Instruct_fp16_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_4bit_Resp_CosSim,Phi-3-mini-4k-instruct_4bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_4bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_8bit_Resp_CosSim,Phi-3-mini-4k-instruct_8bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_8bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_fp16_Resp_CosSim,Phi-3-mini-4k-instruct_fp16_Resp_Group_Mean,Phi-3-mini-4k-instruct_fp16_Resp_Overall_Drift_Mean,
qna,4,qna_L4_v3,7,3,91.67,79.34,82.63,91.63,81.39,86.59,93.39,83.65,86.64,92.01,82.71,86.08,89.87,84.26,89.22,83.07,81.85,87.3,95.18,81.1,87.96,82.07,78.33,81.48,90.92,78.28,81.5,76.41,70.67,81.49,
qna,4,qna_L4_v1,8,1,72.74,81.28,82.63,67.31,80.49,86.59,86.5,85.79,86.64,80.05,85.2,86.08,78.36,84.32,89.22,69.49,78.77,87.3,65.6,78.37,87.96,85.32,82.04,81.48,76.77,85.4,81.5,74.74,80.5,81.49,
qna,4,qna_L4_v2,8,2,78.03,81.28,82.63,83.64,80.49,86.59,78.86,85.79,86.64,83.45,85.2,86.08,85.85,84.32,89.22,76.66,78.77,87.3,84.65,78.37,87.96,79.21,82.04,81.48,89.8,85.4,81.5,83.8,80.5,81.49,
qna,4,qna_L4_v3,8,3,93.06,81.28,82.63,90.52,80.49,86.59,92,85.79,86.64,92.09,85.2,86.08,88.74,84.32,89.22,90.16,78.77,87.3,84.86,78.37,87.96,81.58,82.04,81.48,89.62,85.4,81.5,82.95,80.5,81.49,
qna,4,qna_L4_v1,9,1,80.55,83.75,82.63,93.22,83.49,86.59,89.29,82.54,86.64,88.91,82.44,86.08,95.66,92.85,89.22,96.89,92.77,87.3,95.67,93.91,87.96,84.01,81.45,81.48,78.64,79.79,81.5,80.74,77.78,81.49,
qna,4,qna_L4_v2,9,2,90.34,83.75,82.63,80.83,83.49,86.59,86.54,82.54,86.64,82.11,82.44,86.08,94.24,92.85,89.22,96.31,92.77,87.3,97.49,93.91,87.96,87.27,81.45,81.48,83.78,79.79,81.5,78.34,77.78,81.49,
qna,4,qna_L4_v3,9,3,80.37,83.75,82.63,76.43,83.49,86.59,71.8,82.54,86.64,76.3,82.44,86.08,88.66,92.85,89.22,85.12,92.77,87.3,88.56,93.91,87.96,73.06,81.45,81.48,76.96,79.79,81.5,74.25,77.78,81.49,
qna,4,qna_L4_v1,10,1,89.22,86.1,82.63,86.52,82.75,86.59,92.51,77.41,86.64,90.62,78.89,86.08,91.53,89.21,89.22,90.31,90.16,87.3,95.5,86.87,87.96,63.32,73.21,81.48,79.64,82.1,81.5,83.3,83.8,81.49,
qna,4,qna_L4_v2,10,2,83.1,86.1,82.63,68.78,82.75,86.59,62.53,77.41,86.64,66.03,78.89,86.08,85.09,89.21,89.22,89.96,90.16,87.3,73.3,86.87,87.96,78.64,73.21,81.48,84.37,82.1,81.5,88.05,83.8,81.49,
qna,4,qna_L4_v3,10,3,85.98,86.1,82.63,92.96,82.75,86.59,77.2,77.41,86.64,80.03,78.89,86.08,91,89.21,89.22,90.21,90.16,87.3,91.81,86.87,87.96,77.68,73.21,81.48,82.3,82.1,81.5,80.06,83.8,81.49,
qna,5,qna_L5_v1,1,1,80.61,81.28,75.34,85.49,86.24,80.87,89.62,89.97,82.18,92.36,92.31,83.32,88.05,88.16,83.98,89.87,90.72,84.04,92.74,90.86,84.62,83.76,79.98,79.73,78.22,71.78,78.52,87.38,83.22,77.78,
qna,5,qna_L5_v2,1,2,83.99,81.28,75.34,85.41,86.24,80.87,88.73,89.97,82.18,92.39,92.31,83.32,91.22,88.16,83.98,91.4,90.72,84.04,91.29,90.86,84.62,81.11,79.98,79.73,68.63,71.78,78.52,82.29,83.22,77.78,
qna,5,qna_L5_v3,1,3,79.25,81.28,75.34,87.82,86.24,80.87,91.56,89.97,82.18,92.18,92.31,83.32,85.2,88.16,83.98,90.89,90.72,84.04,88.56,90.86,84.62,75.07,79.98,79.73,68.49,71.78,78.52,80,83.22,77.78,
qna,5,qna_L5_v1,2,1,71.69,74.55,75.34,94.51,82.89,80.87,96.99,86.02,82.18,96.58,88.01,83.32,93.87,84.81,83.98,91.6,83.94,84.04,94.1,86.1,84.62,87.82,78.97,79.73,82.41,74.21,78.52,89.79,78.36,77.78,
qna,5,qna_L5_v2,2,2,78.85,74.55,75.34,87.44,82.89,80.87,88.48,86.02,82.18,91.45,88.01,83.32,92.11,84.81,83.98,91.81,83.94,84.04,92.45,86.1,84.62,81.19,78.97,79.73,83.21,74.21,78.52,81.84,78.36,77.78,
qna,5,qna_L5_v3,2,3,73.11,74.55,75.34,66.71,82.89,80.87,72.59,86.02,82.18,75.99,88.01,83.32,68.45,84.81,83.98,68.42,83.94,84.04,71.74,86.1,84.62,67.9,78.97,79.73,57,74.21,78.52,63.44,78.36,77.78,
qna,5,qna_L5_v1,3,1,89.47,84.45,75.34,80.41,78.71,80.87,80.17,78.95,82.18,85.19,77.74,83.32,81.8,81.01,83.98,89.71,86.78,84.04,94.3,89.63,84.62,82.33,78.89,79.73,81.61,80.25,78.52,80.86,81.94,77.78,
qna,5,qna_L5_v2,3,2,78.66,84.45,75.34,74.66,78.71,80.87,70.16,78.95,82.18,64.3,77.74,83.32,72.44,81.01,83.98,83.83,86.78,84.04,85.13,89.63,84.62,73.7,78.89,79.73,75.4,80.25,78.52,79.1,81.94,77.78,
qna,5,qna_L5_v3,3,3,85.21,84.45,75.34,81.07,78.71,80.87,86.52,78.95,82.18,83.74,77.74,83.32,88.79,81.01,83.98,86.79,86.78,84.04,89.46,89.63,84.62,80.65,78.89,79.73,83.74,80.25,78.52,85.86,81.94,77.78,
qna,5,qna_L5_v1,4,1,69.32,75.03,75.34,78.34,82.08,80.87,87.81,86.69,82.18,79.86,84.6,83.32,94.6,93.18,83.98,82.9,89.37,84.04,86.94,90.56,84.62,91.14,88.2,79.73,86.77,85.72,78.52,89.87,86.59,77.78,
qna,5,qna_L5_v2,4,2,77.95,75.03,75.34,84.09,82.08,80.87,85.14,86.69,82.18,86.23,84.6,83.32,93.28,93.18,83.98,91.51,89.37,84.04,91.08,90.56,84.62,81.52,88.2,79.73,85.71,85.72,78.52,86.2,86.59,77.78,
qna,5,qna_L5_v3,4,3,77.82,75.03,75.34,83.81,82.08,80.87,87.13,86.69,82.18,87.71,84.6,83.32,91.65,93.18,83.98,93.69,89.37,84.04,93.66,90.56,84.62,91.94,88.2,79.73,84.69,85.72,78.52,83.7,86.59,77.78,
qna,5,qna_L5_v1,5,1,69.76,72.88,75.34,87.34,87.6,80.87,87.6,85.25,82.18,87.51,88.74,83.32,91.91,90.08,83.98,93.31,92.96,84.04,91.21,92.18,84.62,84.85,84.64,79.73,81,84.69,78.52,82.39,81.23,77.78,
qna,5,qna_L5_v2,5,2,68.09,72.88,75.34,84.59,87.6,80.87,86.14,85.25,82.18,86.62,88.74,83.32,88.43,90.08,83.98,93.77,92.96,84.04,94.36,92.18,84.62,80.43,84.64,79.73,86.68,84.69,78.52,76.44,81.23,77.78,
qna,5,qna_L5_v3,5,3,80.78,72.88,75.34,90.87,87.6,80.87,82,85.25,82.18,92.09,88.74,83.32,89.91,90.08,83.98,91.8,92.96,84.04,90.97,92.18,84.62,88.65,84.64,79.73,86.38,84.69,78.52,84.86,81.23,77.78,
qna,5,qna_L5_v1,6,1,72.05,81.39,75.34,76.76,86.28,80.87,85.98,90.18,82.18,81.73,85.29,83.32,79.87,87.57,83.98,77.25,87.26,84.04,75.64,87.02,84.62,79,83.93,79.73,84.22,86.83,78.52,85.46,86.05,77.78,
qna,5,qna_L5_v2,6,2,85.48,81.39,75.34,89.88,86.28,80.87,90.79,90.18,82.18,82.12,85.29,83.32,91.88,87.57,83.98,93.55,87.26,84.04,93.23,87.02,84.62,92.41,83.93,79.73,90.41,86.83,78.52,88.39,86.05,77.78,
qna,5,qna_L5_v3,6,3,86.65,81.39,75.34,92.19,86.28,80.87,93.78,90.18,82.18,92.03,85.29,83.32,90.95,87.57,83.98,90.97,87.26,84.04,92.19,87.02,84.62,80.39,83.93,79.73,85.86,86.83,78.52,84.29,86.05,77.78,
qna,5,qna_L5_v1,7,1,78.71,73.23,75.34,79.73,77.41,80.87,82.27,75.67,82.18,81.65,83.07,83.32,89.71,87.44,83.98,84.22,84.17,84.04,85.91,84.78,84.62,76.05,77.59,79.73,74.22,79.7,78.52,75.4,69.69,77.78,
qna,5,qna_L5_v2,7,2,60.44,73.23,75.34,71.65,77.41,80.87,73.89,75.67,82.18,79.19,83.07,83.32,80.06,87.44,83.98,80.46,84.17,84.04,83.19,84.78,84.62,78.49,77.59,79.73,76.82,79.7,78.52,65.99,69.69,77.78,
qna,5,qna_L5_v3,7,3,80.54,73.23,75.34,80.86,77.41,80.87,70.85,75.67,82.18,88.37,83.07,83.32,92.54,87.44,83.98,87.83,84.17,84.04,85.24,84.78,84.62,78.23,77.59,79.73,88.07,79.7,78.52,67.68,69.69,77.78,
qna,5,qna_L5_v1,8,1,71.5,73.65,75.34,91.65,82.59,80.87,90.45,79.26,82.18,90.51,88.03,83.32,79.19,85.35,83.98,72.07,79.62,84.04,74.9,81,84.62,78.08,76.44,79.73,84.9,78.8,78.52,70.8,73.39,77.78,
qna,5,qna_L5_v2,8,2,77.76,73.65,75.34,85.53,82.59,80.87,78.4,79.26,82.18,89.84,88.03,83.32,88.46,85.35,83.98,86.53,79.62,84.04,86.12,81,84.62,79.16,76.44,79.73,70.34,78.8,78.52,76.09,73.39,77.78,
qna,5,qna_L5_v3,8,3,71.69,73.65,75.34,70.59,82.59,80.87,68.93,79.26,82.18,83.75,88.03,83.32,88.41,85.35,83.98,80.25,79.62,84.04,81.97,81,84.62,72.08,76.44,79.73,81.17,78.8,78.52,73.27,73.39,77.78,
qna,5,qna_L5_v1,9,1,66.3,63.49,75.34,71.57,66.28,80.87,73.9,67.88,82.18,77.13,68.37,83.32,75.69,67.54,83.98,77.69,68.75,84.04,63.79,65.67,84.62,74.68,70.16,79.73,69.07,68.88,78.52,65.13,65.58,77.78,
qna,5,qna_L5_v2,9,2,67.35,63.49,75.34,78.2,66.28,80.87,77.58,67.88,82.18,74.99,68.37,83.32,78.95,67.54,83.98,75.48,68.75,84.04,75.74,65.67,84.62,73.89,70.16,79.73,67.98,68.88,78.52,69.08,65.58,77.78,
qna,5,qna_L5_v3,9,3,56.81,63.49,75.34,49.06,66.28,80.87,52.17,67.88,82.18,52.98,68.37,83.32,47.98,67.54,83.98,53.07,68.75,84.04,57.49,65.67,84.62,61.9,70.16,79.73,69.59,68.88,78.52,62.53,65.58,77.78,
qna,5,qna_L5_v1,10,1,61.11,73.42,75.34,53.35,78.64,80.87,59.2,81.98,82.18,57.65,77.02,83.32,48.56,74.64,83.98,56.18,76.89,84.04,57.96,78.4,84.62,64.78,78.51,79.73,57.47,74.34,78.52,50.74,71.72,77.78,
qna,5,qna_L5_v2,10,2,78.57,73.42,75.34,94.38,78.64,80.87,94.61,81.98,82.18,86.74,77.02,83.32,85.16,74.64,83.98,86.11,76.89,84.04,86.65,78.4,84.62,83.57,78.51,79.73,79.6,74.34,78.52,88.42,71.72,77.78,
qna,5,qna_L5_v3,10,3,80.57,73.42,75.34,88.2,78.64,80.87,92.12,81.98,82.18,86.66,77.02,83.32,90.2,74.64,83.98,88.38,76.89,84.04,90.6,78.4,84.62,87.19,78.51,79.73,85.96,74.34,78.52,76.01,71.72,77.78,
reasoning,1,reasoning_L1_v1,1,1,99.52,97.68,96.23,84.69,91.66,93.36,85.08,87.74,92.28,91.86,91.48,92.08,89.84,85.62,91.84,90.21,90.19,92.76,96.94,91.86,94.98,82.78,83.91,87.04,90.21,88.89,87.16,81.98,80.7,88.57,
reasoning,1,reasoning_L1_v2,1,2,95.55,97.68,96.23,94.78,91.66,93.36,87.54,87.74,92.28,90.59,91.48,92.08,84.82,85.62,91.84,93.72,90.19,92.76,93.92,91.86,94.98,82.9,83.91,87.04,88.9,88.89,87.16,79.6,80.7,88.57,
reasoning,1,reasoning_L1_v3,1,3,97.97,97.68,96.23,95.5,91.66,93.36,90.6,87.74,92.28,92,91.48,92.08,82.2,85.62,91.84,86.65,90.19,92.76,84.73,91.86,94.98,86.05,83.91,87.04,87.55,88.89,87.16,80.51,80.7,88.57,
reasoning,1,reasoning_L1_v1,2,1,95.28,92.08,96.23,94.29,93.67,93.36,92.63,92.82,92.28,91.44,87.4,92.08,87.47,91.05,91.84,95.71,94.62,92.76,95.17,94.88,94.98,91,86.12,87.04,86.23,85.94,87.16,89.97,86.6,88.57,
reasoning,1,reasoning_L1_v2,2,2,90.21,92.08,96.23,95.19,93.67,93.36,90.88,92.82,92.28,86.89,87.4,92.08,94.73,91.05,91.84,94.44,94.62,92.76,95.4,94.88,94.98,84.03,86.12,87.04,83.93,85.94,87.16,85.9,86.6,88.57,
reasoning,1,reasoning_L1_v3,2,3,90.74,92.08,96.23,91.54,93.67,93.36,94.96,92.82,92.28,83.87,87.4,92.08,90.95,91.05,91.84,93.71,94.62,92.76,94.08,94.88,94.98,83.32,86.12,87.04,87.65,85.94,87.16,83.92,86.6,88.57,
reasoning,1,reasoning_L1_v1,3,1,97.55,99.18,96.23,93.08,93.93,93.36,93.68,96.18,92.28,92.82,92.6,92.08,94.03,94.36,91.84,94.94,92.48,92.76,95.05,98.35,94.98,90.61,93.49,87.04,87.97,85.43,87.16,92.7,97.57,88.57,
reasoning,1,reasoning_L1_v2,3,2,100,99.18,96.23,93.54,93.93,93.36,97.27,96.18,92.28,90.95,92.6,92.08,94.07,94.36,91.84,93.27,92.48,92.76,100,98.35,94.98,94.12,93.49,87.04,86.83,85.43,87.16,100,97.57,88.57,
reasoning,1,reasoning_L1_v3,3,3,100,99.18,96.23,95.18,93.93,93.36,97.59,96.18,92.28,94.03,92.6,92.08,94.99,94.36,91.84,89.22,92.48,92.76,100,98.35,94.98,95.74,93.49,87.04,81.49,85.43,87.16,100,97.57,88.57,
reasoning,1,reasoning_L1_v1,4,1,99.85,95.19,96.23,93.87,92.46,93.36,95.71,94.03,92.28,92.11,91.06,92.08,93.15,89.37,91.84,93.3,91.9,92.76,97.78,92.82,94.98,85.91,83.58,87.04,83.42,79.73,87.16,81.1,83.04,88.57,
reasoning,1,reasoning_L1_v2,4,2,86.51,95.19,96.23,90.81,92.46,93.36,91.49,94.03,92.28,89.94,91.06,92.08,88.96,89.37,91.84,90.29,91.9,92.76,91.45,92.82,94.98,81.7,83.58,87.04,73.21,79.73,87.16,80,83.04,88.57,
reasoning,1,reasoning_L1_v3,4,3,99.22,95.19,96.23,92.7,92.46,93.36,94.88,94.03,92.28,91.13,91.06,92.08,86,89.37,91.84,92.1,91.9,92.76,89.24,92.82,94.98,83.13,83.58,87.04,82.55,79.73,87.16,88.01,83.04,88.57,
reasoning,1,reasoning_L1_v1,5,1,98.14,96.32,96.23,91.98,93.35,93.36,93.98,95.21,92.28,93.47,93.25,92.08,95.96,94.19,91.84,93.89,94.38,92.76,98.42,97.36,94.98,85.33,86.11,87.04,87.84,89.4,87.16,86.28,85.01,88.57,
reasoning,1,reasoning_L1_v2,5,2,96.29,96.32,96.23,94.51,93.35,93.36,95.11,95.21,92.28,92.61,93.25,92.08,96.04,94.19,91.84,94.19,94.38,92.76,97.74,97.36,94.98,85.58,86.11,87.04,89.97,89.4,87.16,84.36,85.01,88.57,
reasoning,1,reasoning_L1_v3,5,3,94.54,96.32,96.23,93.57,93.35,93.36,96.55,95.21,92.28,93.67,93.25,92.08,90.57,94.19,91.84,95.07,94.38,92.76,95.93,97.36,94.98,87.41,86.11,87.04,90.38,89.4,87.16,84.39,85.01,88.57,
reasoning,1,reasoning_L1_v1,6,1,100,92.08,96.23,95.39,94.1,93.36,93.52,93.65,92.28,92.89,93.07,92.08,92.97,93.44,91.84,93.09,93.74,92.76,100,98.2,94.98,82.78,86.01,87.04,88.49,87.89,87.16,100,93.67,88.57,
reasoning,1,reasoning_L1_v2,6,2,88.75,92.08,96.23,95.05,94.1,93.36,92.02,93.65,92.28,92.86,93.07,92.08,94.14,93.44,91.84,95.94,93.74,92.76,99.3,98.2,94.98,85.76,86.01,87.04,86.66,87.89,87.16,91.32,93.67,88.57,
reasoning,1,reasoning_L1_v3,6,3,87.49,92.08,96.23,91.86,94.1,93.36,95.42,93.65,92.28,93.45,93.07,92.08,93.2,93.44,91.84,92.19,93.74,92.76,95.3,98.2,94.98,89.49,86.01,87.04,88.51,87.89,87.16,89.68,93.67,88.57,
reasoning,1,reasoning_L1_v1,7,1,96.06,97.91,96.23,95.6,94.6,93.36,95.77,94,92.28,94.8,95.78,92.08,94.11,94.89,91.84,95.8,95.11,92.76,95.68,97.92,94.98,83.52,85.19,87.04,88.03,87.37,87.16,80.83,87.24,88.57,
reasoning,1,reasoning_L1_v2,7,2,97.67,97.91,96.23,92.69,94.6,93.36,91.5,94,92.28,96.22,95.78,92.08,94.58,94.89,91.84,95.07,95.11,92.76,98.09,97.92,94.98,83.84,85.19,87.04,85.14,87.37,87.16,80.89,87.24,88.57,
reasoning,1,reasoning_L1_v3,7,3,100,97.91,96.23,95.52,94.6,93.36,94.74,94,92.28,96.33,95.78,92.08,95.99,94.89,91.84,94.45,95.11,92.76,100,97.92,94.98,88.2,85.19,87.04,88.93,87.37,87.16,100,87.24,88.57,
reasoning,1,reasoning_L1_v1,8,1,96.83,96.3,96.23,92.77,92.51,93.36,89.34,91.64,92.28,88.25,90.6,92.08,92.43,92.47,91.84,93.94,93.07,92.76,96.19,93.28,94.98,88.94,88.93,87.04,89.99,90.43,87.16,92.85,90.05,88.57,
reasoning,1,reasoning_L1_v2,8,2,96.58,96.3,96.23,90.56,92.51,93.36,93.29,91.64,92.28,91.89,90.6,92.08,93.13,92.47,91.84,94.42,93.07,92.76,95.48,93.28,94.98,91.07,88.93,87.04,89.93,90.43,87.16,93.68,90.05,88.57,
reasoning,1,reasoning_L1_v3,8,3,95.48,96.3,96.23,94.21,92.51,93.36,92.29,91.64,92.28,91.65,90.6,92.08,91.84,92.47,91.84,90.86,93.07,92.76,88.18,93.28,94.98,86.79,88.93,87.04,91.37,90.43,87.16,83.61,90.05,88.57,
reasoning,1,reasoning_L1_v1,9,1,96.77,98.06,96.23,90.34,91.66,93.36,82.97,89.66,92.28,84.78,90.53,92.08,87.87,91.46,91.84,83.77,91.3,92.76,81.02,88.44,94.98,92.9,88.08,87.04,88.06,89.34,87.16,83.91,88.74,88.57,
reasoning,1,reasoning_L1_v2,9,2,98.66,98.06,96.23,94.1,91.66,93.36,94.45,89.66,92.28,95.71,90.53,92.08,95.65,91.46,91.84,95.61,91.3,92.76,94.54,88.44,94.98,87.12,88.08,87.04,90.06,89.34,87.16,90.94,88.74,88.57,
reasoning,1,reasoning_L1_v3,9,3,98.76,98.06,96.23,90.55,91.66,93.36,91.55,89.66,92.28,91.11,90.53,92.08,90.86,91.46,91.84,94.53,91.3,92.76,89.76,88.44,94.98,84.21,88.08,87.04,89.89,89.34,87.16,91.37,88.74,88.57,
reasoning,1,reasoning_L1_v1,10,1,100,97.48,96.23,97.05,95.65,93.36,87.62,87.81,92.28,95.06,95.05,92.08,94.84,91.55,91.84,90.51,90.76,92.76,100,96.67,94.98,88.18,88.99,87.04,92.76,87.2,87.16,100,93.14,88.57,
reasoning,1,reasoning_L1_v2,10,2,94.85,97.48,96.23,93.59,95.65,93.36,85.82,87.81,92.28,94.5,95.05,92.08,90.36,91.55,91.84,88.59,90.76,92.76,94.85,96.67,94.98,87.68,88.99,87.04,80.8,87.2,87.16,86.58,93.14,88.57,
reasoning,1,reasoning_L1_v3,10,3,97.58,97.48,96.23,96.31,95.65,93.36,89.99,87.81,92.28,95.59,95.05,92.08,89.44,91.55,91.84,93.18,90.76,92.76,95.16,96.67,94.98,91.11,88.99,87.04,88.03,87.2,87.16,92.83,93.14,88.57,
reasoning,2,reasoning_L2_v1,1,1,94.54,95.09,94.76,90.57,87.96,92.3,87.58,87,92.55,90.51,88.71,92.45,83.86,90.73,92.49,90.02,91.63,92.63,98.47,92.64,93.07,84.64,86.91,86.09,88.64,88.22,86.69,80.44,78.13,85.26,
reasoning,2,reasoning_L2_v2,1,2,93.63,95.09,94.76,83.73,87.96,92.3,87.16,87,92.55,87.39,88.71,92.45,94.49,90.73,92.49,94.68,91.63,92.63,89.67,92.64,93.07,88,86.91,86.09,88.57,88.22,86.69,79.67,78.13,85.26,
reasoning,2,reasoning_L2_v3,1,3,97.09,95.09,94.76,89.57,87.96,92.3,86.25,87,92.55,88.24,88.71,92.45,93.85,90.73,92.49,90.19,91.63,92.63,89.79,92.64,93.07,88.09,86.91,86.09,87.44,88.22,86.69,74.28,78.13,85.26,
reasoning,2,reasoning_L2_v1,2,1,89.97,92.62,94.76,89.22,89.63,92.3,92.23,93.46,92.55,94.92,92.92,92.45,88.01,92.84,92.49,96.77,95.6,92.63,96.05,94.89,93.07,88.29,86.01,86.09,81.32,85.26,86.69,89.44,87.41,85.26,
reasoning,2,reasoning_L2_v2,2,2,95.4,92.62,94.76,91.42,89.63,92.3,95.59,93.46,92.55,91.7,92.92,92.45,97.21,92.84,92.49,94.64,95.6,92.63,92.9,94.89,93.07,83.83,86.01,86.09,84.35,85.26,86.69,82.07,87.41,85.26,
reasoning,2,reasoning_L2_v3,2,3,92.5,92.62,94.76,88.24,89.63,92.3,92.56,93.46,92.55,92.15,92.92,92.45,93.31,92.84,92.49,95.4,95.6,92.63,95.71,94.89,93.07,85.9,86.01,86.09,90.12,85.26,86.69,90.73,87.41,85.26,
reasoning,2,reasoning_L2_v1,3,1,96.46,95.7,94.76,93.85,93.41,92.3,96.13,93.59,92.55,92.15,91.91,92.45,91.83,93.23,92.49,91.89,91.43,92.63,93.81,93.89,93.07,86.27,86.68,86.09,81.28,83.83,86.69,91.65,93.16,85.26,
reasoning,2,reasoning_L2_v2,3,2,95.27,95.7,94.76,93.44,93.41,92.3,91.45,93.59,92.55,91.35,91.91,92.45,93.26,93.23,92.49,90.89,91.43,92.63,94.01,93.89,93.07,84.12,86.68,86.09,84.08,83.83,86.69,93.11,93.16,85.26,
reasoning,2,reasoning_L2_v3,3,3,95.36,95.7,94.76,92.95,93.41,92.3,93.18,93.59,92.55,92.23,91.91,92.45,94.6,93.23,92.49,91.52,91.43,92.63,93.85,93.89,93.07,89.66,86.68,86.09,86.13,83.83,86.69,94.73,93.16,85.26,
reasoning,2,reasoning_L2_v1,4,1,97.77,95.02,94.76,90.21,91.7,92.3,96.34,93.5,92.55,94.63,93.79,92.45,88.85,88.96,92.49,89.42,88.7,92.63,89.95,88.61,93.07,88.18,87.98,86.09,82.63,83.65,86.69,83.64,81.98,85.26,
reasoning,2,reasoning_L2_v2,4,2,91.32,95.02,94.76,90.2,91.7,92.3,90.68,93.5,92.55,92.91,93.79,92.45,89.33,88.96,92.49,87.32,88.7,92.63,90.3,88.61,93.07,87.48,87.98,86.09,83.81,83.65,86.69,79.01,81.98,85.26,
reasoning,2,reasoning_L2_v3,4,3,95.98,95.02,94.76,94.68,91.7,92.3,93.49,93.5,92.55,93.84,93.79,92.45,88.69,88.96,92.49,89.37,88.7,92.63,85.58,88.61,93.07,88.28,87.98,86.09,84.51,83.65,86.69,83.29,81.98,85.26,
reasoning,2,reasoning_L2_v1,5,1,91.7,95.03,94.76,92.02,93.92,92.3,95.38,94.59,92.55,91.42,91.42,92.45,94.27,93.59,92.49,93.2,93.7,92.63,95.35,93.82,93.07,85.83,86.4,86.09,90.2,87.22,86.69,87,85.79,85.26,
reasoning,2,reasoning_L2_v2,5,2,94.97,95.03,94.76,94.21,93.92,92.3,93.99,94.59,92.55,91.29,91.42,92.45,95,93.59,92.49,94.9,93.7,92.63,93.9,93.82,93.07,89,86.4,86.09,83.42,87.22,86.69,86.49,85.79,85.26,
reasoning,2,reasoning_L2_v3,5,3,98.41,95.03,94.76,95.54,93.92,92.3,94.4,94.59,92.55,91.54,91.42,92.45,91.5,93.59,92.49,93.01,93.7,92.63,92.21,93.82,93.07,84.36,86.4,86.09,88.05,87.22,86.69,83.87,85.79,85.26,
reasoning,2,reasoning_L2_v1,6,1,91.7,88.55,94.76,94.47,95.54,92.3,94.17,94.18,92.55,94.62,94.41,92.45,95.47,94.31,92.49,93.37,93.24,92.63,93.49,94.17,93.07,80.54,81.07,86.09,86.97,86.98,86.69,81.52,86.74,85.26,
reasoning,2,reasoning_L2_v2,6,2,87.8,88.55,94.76,96.31,95.54,92.3,96.66,94.18,92.55,95.43,94.41,92.45,93.56,94.31,92.49,93.34,93.24,92.63,95.52,94.17,93.07,81.67,81.07,86.09,86.02,86.98,86.69,87.85,86.74,85.26,
reasoning,2,reasoning_L2_v3,6,3,86.15,88.55,94.76,95.84,95.54,92.3,91.72,94.18,92.55,93.18,94.41,92.45,93.89,94.31,92.49,93.02,93.24,92.63,93.5,94.17,93.07,80.99,81.07,86.09,87.94,86.98,86.69,90.85,86.74,85.26,
reasoning,2,reasoning_L2_v1,7,1,95.91,96.36,94.76,97.2,97.58,92.3,96.4,96.92,92.55,95.9,96.43,92.45,92.93,91.66,92.49,94.44,93.19,92.63,94.93,93.81,93.07,84.67,87.52,86.09,85.06,85.43,86.69,80.34,80.79,85.26,
reasoning,2,reasoning_L2_v2,7,2,97.68,96.36,94.76,97.58,97.58,92.3,97.13,96.92,92.55,96.76,96.43,92.45,92.57,91.66,92.49,91.87,93.19,92.63,94.81,93.81,93.07,91.27,87.52,86.09,84.79,85.43,86.69,81.91,80.79,85.26,
reasoning,2,reasoning_L2_v3,7,3,95.49,96.36,94.76,97.97,97.58,92.3,97.24,96.92,92.55,96.62,96.43,92.45,89.49,91.66,92.49,93.25,93.19,92.63,91.68,93.81,93.07,86.62,87.52,86.09,86.44,85.43,86.69,80.12,80.79,85.26,
reasoning,2,reasoning_L2_v1,8,1,98.27,98.11,94.76,95.23,94.09,92.3,96.02,95.15,92.55,93.65,92.91,92.45,92.05,94.22,92.49,93.56,93.38,92.63,96.26,92.39,93.07,82.58,86.95,86.09,90.85,90.86,86.69,87.82,83.85,85.26,
