Category,Drift_Level,Prompt_ID,Base_Prompt_Num,Variant_Num,Prompt_CosSim,Prompt_Group_Mean,Prompt_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_4bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_8bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_CosSim,Mistral-7B-Instruct-v0.2_fp16_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_4bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_8bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_CosSim,Meta-Llama-3-8B-Instruct_fp16_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_4bit_Resp_CosSim,Phi-3-mini-4k-instruct_4bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_4bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_8bit_Resp_CosSim,Phi-3-mini-4k-instruct_8bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_8bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_fp16_Resp_CosSim,Phi-3-mini-4k-instruct_fp16_Resp_Group_Mean,Phi-3-mini-4k-instruct_fp16_Resp_Overall_Drift_Mean,
reasoning,5,reasoning_L5_v1,9,1,81.31,87.3,77.86,84.65,83.9,83,77.51,80.98,83.48,73.06,80,82.68,84.4,82.67,85.76,81.93,80.08,84.58,75.79,78.43,85,86.78,87.36,81.77,81.47,83.6,81.64,79.17,80.83,79.55,
reasoning,5,reasoning_L5_v2,9,2,90.24,87.3,77.86,82.77,83.9,83,83.15,80.98,83.48,84.43,80,82.68,83.79,82.67,85.76,80.27,80.08,84.58,80.26,78.43,85,90.78,87.36,81.77,84.39,83.6,81.64,79.32,80.83,79.55,
reasoning,5,reasoning_L5_v3,9,3,90.35,87.3,77.86,84.27,83.9,83,82.28,80.98,83.48,82.51,80,82.68,79.82,82.67,85.76,78.04,80.08,84.58,79.24,78.43,85,84.51,87.36,81.77,84.95,83.6,81.64,84.01,80.83,79.55,
reasoning,5,reasoning_L5_v1,10,1,52.1,70.99,77.86,67.03,77.12,83,70.01,78.78,83.48,70.49,80.48,82.68,82.12,88.39,85.76,69.25,81.37,84.58,70.72,84.39,85,70.7,78.98,81.77,75,78.28,81.64,64.15,73.57,79.55,
reasoning,5,reasoning_L5_v2,10,2,81.24,70.99,77.86,74.35,77.12,83,79.15,78.78,83.48,83.13,80.48,82.68,90.58,88.39,85.76,87.4,81.37,84.58,90.68,84.39,85,79.48,78.98,81.77,81.38,78.28,81.64,76.45,73.57,79.55,
reasoning,5,reasoning_L5_v3,10,3,79.64,70.99,77.86,89.97,77.12,83,87.18,78.78,83.48,87.81,80.48,82.68,92.47,88.39,85.76,87.45,81.37,84.58,91.77,84.39,85,86.76,78.98,81.77,78.46,78.28,81.64,80.12,73.57,79.55,
logical,1,logical_L1_v1,1,1,100,99.15,96.73,98.38,93.07,91.69,87.93,89.92,93.15,86.51,90.82,91.74,96.74,96.55,91.81,96.86,96.59,92.83,100,98.37,95.12,89.06,85.8,86.01,84.26,83.28,84.69,100,83.15,88.1,
logical,1,logical_L1_v2,1,2,98.59,99.15,96.73,87.78,93.07,91.69,87.28,89.92,93.15,91.13,90.82,91.74,96.66,96.55,91.81,97.83,96.59,92.83,98.25,98.37,95.12,84.67,85.8,86.01,86.42,83.28,84.69,71.79,83.15,88.1,
logical,1,logical_L1_v3,1,3,98.85,99.15,96.73,93.04,93.07,91.69,94.56,89.92,93.15,94.83,90.82,91.74,96.25,96.55,91.81,95.07,96.59,92.83,96.87,98.37,95.12,83.66,85.8,86.01,79.16,83.28,84.69,77.66,83.15,88.1,
logical,1,logical_L1_v1,2,1,91.38,94.03,96.73,95.42,93.18,91.69,84.74,83.41,93.15,96.07,92.64,91.74,91.31,92.22,91.81,89.84,89.44,92.83,95.26,95.03,95.12,83.5,86.44,86.01,80.64,80.46,84.69,87.51,83.9,88.1,
logical,1,logical_L1_v2,2,2,98.2,94.03,96.73,95.04,93.18,91.69,88.74,83.41,93.15,90.65,92.64,91.74,94.27,92.22,91.81,90.46,89.44,92.83,96.27,95.03,95.12,85.55,86.44,86.01,83.64,80.46,84.69,83.73,83.9,88.1,
logical,1,logical_L1_v3,2,3,92.5,94.03,96.73,89.08,93.18,91.69,76.75,83.41,93.15,91.19,92.64,91.74,91.07,92.22,91.81,88.01,89.44,92.83,93.55,95.03,95.12,90.26,86.44,86.01,77.11,80.46,84.69,80.47,83.9,88.1,
logical,1,logical_L1_v1,3,1,97.72,98.25,96.73,87.09,85.6,91.69,99.78,96.87,93.15,93.93,93.05,91.74,89.41,89.42,91.81,87.87,83.18,92.83,82.49,87.58,95.12,81.71,83.91,86.01,83.68,85.49,84.69,82.85,87.87,88.1,
logical,1,logical_L1_v2,3,2,98,98.25,96.73,87.67,85.6,91.69,91.41,96.87,93.15,95.01,93.05,91.74,87.71,89.42,91.81,84.93,83.18,92.83,92.32,87.58,95.12,84.86,83.91,86.01,84.28,85.49,84.69,92.05,87.87,88.1,
logical,1,logical_L1_v3,3,3,99.02,98.25,96.73,82.05,85.6,91.69,99.42,96.87,93.15,90.22,93.05,91.74,91.13,89.42,91.81,76.75,83.18,92.83,87.92,87.58,95.12,85.16,83.91,86.01,88.51,85.49,84.69,88.71,87.87,88.1,
logical,1,logical_L1_v1,4,1,89.85,92.35,96.73,89.57,90.02,91.69,94.94,92.27,93.15,88.09,85.54,91.74,91.74,92.39,91.81,94.46,90.29,92.83,89.65,91.2,95.12,71.71,80.18,86.01,85.09,83.41,84.69,85.68,81.68,88.1,
logical,1,logical_L1_v2,4,2,96.1,92.35,96.73,94.68,90.02,91.69,89.92,92.27,93.15,88.56,85.54,91.74,92.71,92.39,91.81,88.67,90.29,92.83,93.56,91.2,95.12,81.86,80.18,86.01,87.85,83.41,84.69,79.21,81.68,88.1,
logical,1,logical_L1_v3,4,3,91.1,92.35,96.73,85.82,90.02,91.69,91.94,92.27,93.15,79.97,85.54,91.74,92.72,92.39,91.81,87.75,90.29,92.83,90.39,91.2,95.12,86.96,80.18,86.01,77.3,83.41,84.69,80.15,81.68,88.1,
logical,1,logical_L1_v1,5,1,98.76,99.27,96.73,91.09,91.87,91.69,98.65,97.86,93.15,93.08,96.7,91.74,88.82,89.32,91.81,98.23,96.73,92.83,98.86,99.02,95.12,86.91,88.01,86.01,81.8,84.52,84.69,89.44,91.1,88.1,
logical,1,logical_L1_v2,5,2,99.04,99.27,96.73,93.29,91.87,91.69,96.94,97.86,93.15,97.61,96.7,91.74,92.11,89.32,91.81,93.27,96.73,92.83,98.19,99.02,95.12,86.48,88.01,86.01,83.58,84.52,84.69,83.85,91.1,88.1,
logical,1,logical_L1_v3,5,3,100,99.27,96.73,91.24,91.87,91.69,97.99,97.86,93.15,99.41,96.7,91.74,87.03,89.32,91.81,98.69,96.73,92.83,100,99.02,95.12,90.65,88.01,86.01,88.18,84.52,84.69,100,91.1,88.1,
logical,1,logical_L1_v1,6,1,99.41,96.36,96.73,95.99,94.7,91.69,94.41,94.99,93.15,88.65,91.13,91.74,94.39,94.59,91.81,92.01,92.67,92.83,93.28,93.55,95.12,87.21,87.58,86.01,87.65,85.8,84.69,84.76,87.31,88.1,
logical,1,logical_L1_v2,6,2,94.25,96.36,96.73,95.4,94.7,91.69,93.79,94.99,93.15,91.35,91.13,91.74,95.03,94.59,91.81,93.05,92.67,92.83,93.55,93.55,95.12,84.08,87.58,86.01,84.5,85.8,84.69,83.64,87.31,88.1,
logical,1,logical_L1_v3,6,3,95.41,96.36,96.73,92.72,94.7,91.69,96.77,94.99,93.15,93.4,91.13,91.74,94.35,94.59,91.81,92.95,92.67,92.83,93.83,93.55,95.12,91.46,87.58,86.01,85.26,85.8,84.69,93.54,87.31,88.1,
logical,1,logical_L1_v1,7,1,98.46,97.14,96.73,94.53,91.98,91.69,93.91,94.4,93.15,96.09,92.59,91.74,91.12,93.18,91.81,94.13,93.83,92.83,94.91,94.79,95.12,92,92.94,86.01,89.93,88.47,84.69,88.08,87.57,88.1,
logical,1,logical_L1_v2,7,2,95.35,97.14,96.73,91.29,91.98,91.69,94.5,94.4,93.15,89.52,92.59,91.74,95.53,93.18,91.81,91.15,93.83,92.83,97.13,94.79,95.12,94.91,92.94,86.01,86.44,88.47,84.69,88.25,87.57,88.1,
logical,1,logical_L1_v3,7,3,97.62,97.14,96.73,90.13,91.98,91.69,94.79,94.4,93.15,92.15,92.59,91.74,92.89,93.18,91.81,96.22,93.83,92.83,92.34,94.79,95.12,91.92,92.94,86.01,89.03,88.47,84.69,86.39,87.57,88.1,
logical,1,logical_L1_v1,8,1,100,98.45,96.73,100,95.27,91.69,95.24,95.06,93.15,97.93,94.16,91.74,92.08,83.19,91.81,95.73,95.38,92.83,100,97.53,95.12,86.46,82.37,86.01,87.57,86.58,84.69,100,93.03,88.1,
logical,1,logical_L1_v2,8,2,97.62,98.45,96.73,92.85,95.27,91.69,94.32,95.06,93.15,89.88,94.16,91.74,73.31,83.19,91.81,95.75,95.38,92.83,95.65,97.53,95.12,85.86,82.37,86.01,85.93,86.58,84.69,90.82,93.03,88.1,
logical,1,logical_L1_v3,8,3,97.73,98.45,96.73,92.96,95.27,91.69,95.62,95.06,93.15,94.68,94.16,91.74,84.19,83.19,91.81,94.65,95.38,92.83,96.95,97.53,95.12,74.79,82.37,86.01,86.23,86.58,84.69,88.28,93.03,88.1,
logical,1,logical_L1_v1,9,1,100,97.99,96.73,90.76,88.98,91.69,89.23,90.09,93.15,90.62,88.82,91.74,91.47,92.61,91.81,95.66,94.43,92.83,100,96.85,95.12,88.98,88.12,86.01,84.82,84.24,84.69,100,90.79,88.1,
logical,1,logical_L1_v2,9,2,95.72,97.99,96.73,82.61,88.98,91.69,89.94,90.09,93.15,89.16,88.82,91.74,91.55,92.61,91.81,91.32,94.43,92.83,95.14,96.85,95.12,89.18,88.12,86.01,88.45,84.24,84.69,87.69,90.79,88.1,
logical,1,logical_L1_v3,9,3,98.24,97.99,96.73,93.57,88.98,91.69,91.09,90.09,93.15,86.69,88.82,91.74,94.8,92.61,91.81,96.31,94.43,92.83,95.42,96.85,95.12,86.2,88.12,86.01,79.46,84.24,84.69,84.68,90.79,88.1,
logical,1,logical_L1_v1,10,1,97.55,94.37,96.73,94.93,92.19,91.69,96.38,96.64,93.15,91.89,91.99,91.74,94.82,94.61,91.81,96.95,95.76,92.83,97.39,97.28,95.12,80.59,84.71,86.01,84.84,84.67,84.69,95.32,94.56,88.1,
logical,1,logical_L1_v2,10,2,85.56,94.37,96.73,88.65,92.19,91.69,96.34,96.64,93.15,92.21,91.99,91.74,94.47,94.61,91.81,95.05,95.76,92.83,94.44,97.28,95.12,85.85,84.71,86.01,86.69,84.67,84.69,88.35,94.56,88.1,
logical,1,logical_L1_v3,10,3,100,94.37,96.73,93,92.19,91.69,97.19,96.64,93.15,91.87,91.99,91.74,94.54,94.61,91.81,95.28,95.76,92.83,100,97.28,95.12,87.7,84.71,86.01,82.48,84.67,84.69,100,94.56,88.1,
logical,2,logical_L2_v1,1,1,94.85,95.79,94.84,87.5,88.03,89.08,90.35,90.38,91.44,88.12,88.86,90.88,95.42,93.86,91.91,95.45,92.89,91.54,98.07,95.67,92.87,64.57,77.1,84.88,81.33,83.77,84.91,82.04,80.91,84.68,
logical,2,logical_L2_v2,1,2,96.91,95.79,94.84,89.28,88.03,89.08,91.51,90.38,91.44,88.14,88.86,90.88,92.35,93.86,91.91,94.28,92.89,91.54,93.46,95.67,92.87,88.21,77.1,84.88,83.94,83.77,84.91,79.63,80.91,84.68,
logical,2,logical_L2_v3,1,3,95.6,95.79,94.84,87.3,88.03,89.08,89.29,90.38,91.44,90.32,88.86,90.88,93.8,93.86,91.91,88.93,92.89,91.54,95.49,95.67,92.87,78.53,77.1,84.88,86.03,83.77,84.91,81.05,80.91,84.68,
logical,2,logical_L2_v1,2,1,90.5,93.19,94.84,85.32,91.35,89.08,82.76,87.9,91.44,87.25,91.86,90.88,85.47,88.78,91.91,84.39,89.29,91.54,89.83,91.5,92.87,84.65,83.14,84.88,78.53,81.31,84.91,74.64,74.29,84.68,
logical,2,logical_L2_v2,2,2,91.83,93.19,94.84,93.16,91.35,89.08,86.11,87.9,91.44,93.03,91.86,90.88,93.96,88.78,91.91,92.11,89.29,91.54,93.15,91.5,92.87,76.14,83.14,84.88,81.64,81.31,84.91,74.98,74.29,84.68,
logical,2,logical_L2_v3,2,3,97.24,93.19,94.84,95.58,91.35,89.08,94.84,87.9,91.44,95.31,91.86,90.88,86.9,88.78,91.91,91.38,89.29,91.54,91.52,91.5,92.87,88.63,83.14,84.88,83.77,81.31,84.91,73.26,74.29,84.68,
logical,2,logical_L2_v1,3,1,96.01,93.28,94.84,83,85.66,89.08,87.13,85.3,91.44,89.52,87.65,90.88,89.45,89.02,91.91,83.74,83.66,91.54,90.11,88.18,92.87,81.06,81.61,84.88,87.24,83.68,84.91,83.91,84.04,84.68,
logical,2,logical_L2_v2,3,2,95.82,93.28,94.84,89.74,85.66,89.08,84.03,85.3,91.44,83.64,87.65,90.88,93.51,89.02,91.91,85.43,83.66,91.54,85.76,88.18,92.87,81,81.61,84.88,87.35,83.68,84.91,84.22,84.04,84.68,
logical,2,logical_L2_v3,3,3,88.01,93.28,94.84,84.24,85.66,89.08,84.73,85.3,91.44,89.79,87.65,90.88,84.11,89.02,91.91,81.81,83.66,91.54,88.67,88.18,92.87,82.77,81.61,84.88,76.46,83.68,84.91,83.98,84.04,84.68,
logical,2,logical_L2_v1,4,1,90.83,93.55,94.84,66.04,73.19,89.08,79.37,88.5,91.44,91.38,96.16,90.88,93.91,91.65,91.91,90.79,91.14,91.54,94.6,92.54,92.87,78.68,81.85,84.88,83.38,85.36,84.91,84.78,83.81,84.68,
logical,2,logical_L2_v2,4,2,93.31,93.55,94.84,76.61,73.19,89.08,97.37,88.5,91.44,99.56,96.16,90.88,90.44,91.65,91.91,90.13,91.14,91.54,93.76,92.54,92.87,82.69,81.85,84.88,86.74,85.36,84.91,82.89,83.81,84.68,
logical,2,logical_L2_v3,4,3,96.52,93.55,94.84,76.93,73.19,89.08,88.77,88.5,91.44,97.54,96.16,90.88,90.6,91.65,91.91,92.49,91.14,91.54,89.26,92.54,92.87,84.19,81.85,84.88,85.97,85.36,84.91,83.75,83.81,84.68,
logical,2,logical_L2_v1,5,1,91.64,94.19,94.84,95.13,92.57,89.08,98.39,97.64,91.44,99.31,97.66,90.88,89.57,89.87,91.91,95.62,95.96,91.54,93.38,95.25,92.87,86.82,86.95,84.88,83.5,83.06,84.91,86.72,85.14,84.68,
logical,2,logical_L2_v2,5,2,93.36,94.19,94.84,92.13,92.57,89.08,94.54,97.64,91.44,94.54,97.66,90.88,91.93,89.87,91.91,96.42,95.96,91.54,98.34,95.25,92.87,86.41,86.95,84.88,80.25,83.06,84.91,83.66,85.14,84.68,
logical,2,logical_L2_v3,5,3,97.57,94.19,94.84,90.44,92.57,89.08,100,97.64,91.44,99.12,97.66,90.88,88.1,89.87,91.91,95.83,95.96,91.54,94.03,95.25,92.87,87.61,86.95,84.88,85.43,83.06,84.91,85.03,85.14,84.68,
logical,2,logical_L2_v1,6,1,98.42,93.94,94.84,95.36,93.1,89.08,96.55,95.58,91.44,95.5,93.04,90.88,94.86,94.86,91.91,92.45,91.98,91.54,93.85,93.09,92.87,92.32,88.98,84.88,84.35,84.12,84.91,87.3,87.66,84.68,
logical,2,logical_L2_v2,6,2,94.22,93.94,94.84,91.7,93.1,89.08,96.17,95.58,91.44,92.57,93.04,90.88,94.46,94.86,91.91,91.78,91.98,91.54,91.21,93.09,92.87,83.63,88.98,84.88,82.32,84.12,84.91,89.42,87.66,84.68,
logical,2,logical_L2_v3,6,3,89.17,93.94,94.84,92.23,93.1,89.08,94.02,95.58,91.44,91.06,93.04,90.88,95.25,94.86,91.91,91.71,91.98,91.54,94.2,93.09,92.87,91,88.98,84.88,85.69,84.12,84.91,86.26,87.66,84.68,
logical,2,logical_L2_v1,7,1,92.78,94.46,94.84,95.34,91.65,89.08,95.01,93.59,91.44,92.52,92.84,90.88,93.8,95.66,91.91,90.02,94.15,91.54,93.78,95.76,92.87,93.03,90.32,84.88,89.44,90.89,84.91,86.81,86.24,84.68,
logical,2,logical_L2_v2,7,2,92.5,94.46,94.84,90.62,91.65,89.08,94.73,93.59,91.44,92.27,92.84,90.88,95.9,95.66,91.91,96.72,94.15,91.54,95.93,95.76,92.87,89.82,90.32,84.88,90.47,90.89,84.91,86.62,86.24,84.68,
logical,2,logical_L2_v3,7,3,98.1,94.46,94.84,89,91.65,89.08,91.02,93.59,91.44,93.72,92.84,90.88,97.29,95.66,91.91,95.72,94.15,91.54,97.58,95.76,92.87,88.1,90.32,84.88,92.77,90.89,84.91,85.28,86.24,84.68,
logical,2,logical_L2_v1,8,1,98.88,98.97,94.84,88.72,90.15,89.08,84.23,89.16,91.44,81.18,79.44,90.88,89.54,88.29,91.91,95.92,92.75,91.54,95.52,93.48,92.87,79.32,81.95,84.88,85.75,86.97,84.91,85.04,85.83,84.68,
logical,2,logical_L2_v2,8,2,99.8,98.97,94.84,94.61,90.15,89.08,92.41,89.16,91.44,78.82,79.44,90.88,87.07,88.29,91.91,89.89,92.75,91.54,93.54,93.48,92.87,84.12,81.95,84.88,84.69,86.97,84.91,85.92,85.83,84.68,
logical,2,logical_L2_v3,8,3,98.23,98.97,94.84,87.13,90.15,89.08,90.83,89.16,91.44,78.32,79.44,90.88,88.25,88.29,91.91,92.44,92.75,91.54,91.38,93.48,92.87,82.42,81.95,84.88,90.47,86.97,84.91,86.54,85.83,84.68,
logical,2,logical_L2_v1,9,1,97.24,94.42,94.84,88.73,90.1,89.08,92.41,91.23,91.44,90.71,87.7,90.88,90.64,92.53,91.91,87.77,89.02,91.54,89.33,87.27,92.87,84.95,86.99,84.88,85.58,84.75,84.91,84.35,84.61,84.68,
logical,2,logical_L2_v2,9,2,93.89,94.42,94.84,88.9,90.1,89.08,88.83,91.23,91.44,88.23,87.7,90.88,92.5,92.53,91.91,88.4,89.02,91.54,86.32,87.27,92.87,87.14,86.99,84.88,84.36,84.75,84.91,84.64,84.61,84.68,
logical,2,logical_L2_v3,9,3,92.14,94.42,94.84,92.67,90.1,89.08,92.46,91.23,91.44,84.15,87.7,90.88,94.45,92.53,91.91,90.9,89.02,91.54,86.17,87.27,92.87,88.89,86.99,84.88,84.32,84.75,84.91,84.84,84.61,84.68,
logical,2,logical_L2_v1,10,1,99.58,96.57,94.84,94.96,94.98,89.08,94.81,95.13,91.44,93.19,93.54,90.88,94.84,94.62,91.91,96.19,94.51,91.54,95.01,96,92.87,90.59,89.95,84.88,83.12,85.16,84.91,94.1,94.23,84.68,
logical,2,logical_L2_v2,10,2,97.19,96.57,94.84,94.95,94.98,89.08,96.25,95.13,91.44,92.73,93.54,90.88,95.4,94.62,91.91,95.8,94.51,91.54,97.25,96,92.87,91.78,89.95,84.88,85.19,85.16,84.91,95.99,94.23,84.68,
logical,2,logical_L2_v3,10,3,92.94,96.57,94.84,95.04,94.98,89.08,94.32,95.13,91.44,94.71,93.54,90.88,93.61,94.62,91.91,91.54,94.51,91.54,95.73,96,92.87,87.48,89.95,84.88,87.17,85.16,84.91,92.59,94.23,84.68,
logical,3,logical_L3_v1,1,1,95.35,95.93,88.58,87.81,87.62,86.76,87.41,88.12,88.58,90.33,88.27,89.19,90.23,89.62,89.69,89.22,86.29,88.55,92.71,90.96,89.46,84.92,84.45,82.95,86.65,83.89,82.12,83.16,81.39,81.14,
logical,3,logical_L3_v2,1,2,96.86,95.93,88.58,88.4,87.62,86.76,88.02,88.12,88.58,89.24,88.27,89.19,94.7,89.62,89.69,88.47,86.29,88.55,93.3,90.96,89.46,81.64,84.45,82.95,81.07,83.89,82.12,80.28,81.39,81.14,
logical,3,logical_L3_v3,1,3,95.57,95.93,88.58,86.64,87.62,86.76,88.92,88.12,88.58,85.25,88.27,89.19,83.94,89.62,89.69,81.18,86.29,88.55,86.87,90.96,89.46,86.78,84.45,82.95,83.96,83.89,82.12,80.73,81.39,81.14,
logical,3,logical_L3_v1,2,1,88.03,90.61,88.58,88.52,92.24,86.76,83.23,85.52,88.58,92.49,94.02,89.19,89.94,92.31,89.69,91.94,90.23,88.55,89.25,91.97,89.46,82.23,83.65,82.95,82.19,80.03,82.12,69.64,73.43,81.14,
logical,3,logical_L3_v2,2,2,91.27,90.61,88.58,96.14,92.24,86.76,84.89,85.52,88.58,96.97,94.02,89.19,93.72,92.31,89.69,88.07,90.23,88.55,96.15,91.97,89.46,85.59,83.65,82.95,75.68,80.03,82.12,76.31,73.43,81.14,
logical,3,logical_L3_v3,2,3,92.54,90.61,88.58,92.06,92.24,86.76,88.44,85.52,88.58,92.59,94.02,89.19,93.27,92.31,89.69,90.67,90.23,88.55,90.51,91.97,89.46,83.13,83.65,82.95,82.21,80.03,82.12,74.34,73.43,81.14,
logical,3,logical_L3_v1,3,1,91.37,85.81,88.58,88.06,83.6,86.76,96.71,86.17,88.58,94.17,83.37,89.19,91.35,90.17,89.69,84.39,80.63,88.55,90.87,87.48,89.46,84.28,81.03,82.95,87.55,78.54,82.12,88.44,80.94,81.14,
logical,3,logical_L3_v2,3,2,83.09,85.81,88.58,74.92,83.6,86.76,75.96,86.17,88.58,74.53,83.37,89.19,90.87,90.17,89.69,74.73,80.63,88.55,83.02,87.48,89.46,75.99,81.03,82.95,64.64,78.54,82.12,76.92,80.94,81.14,
logical,3,logical_L3_v3,3,3,82.97,85.81,88.58,87.83,83.6,86.76,85.84,86.17,88.58,81.42,83.37,89.19,88.3,90.17,89.69,82.77,80.63,88.55,88.56,87.48,89.46,82.82,81.03,82.95,83.44,78.54,82.12,77.45,80.94,81.14,
logical,3,logical_L3_v1,4,1,91.03,95.01,88.58,73.58,75.8,86.76,96.05,97.47,88.58,96.81,94.72,89.19,88.93,91.64,89.69,89.87,91.32,88.55,90.43,90.96,89.46,82.68,80.42,82.95,85.43,84.55,82.12,79.97,83.28,81.14,
logical,3,logical_L3_v2,4,2,97.1,95.01,88.58,76.47,75.8,86.76,96.89,97.47,88.58,88.07,94.72,89.19,92.91,91.64,89.69,94.35,91.32,88.55,88.75,90.96,89.46,78.66,80.42,82.95,86.76,84.55,82.12,88.01,83.28,81.14,
logical,3,logical_L3_v3,4,3,96.91,95.01,88.58,77.36,75.8,86.76,99.48,97.47,88.58,99.29,94.72,89.19,93.09,91.64,89.69,89.74,91.32,88.55,93.7,90.96,89.46,79.91,80.42,82.95,81.47,84.55,82.12,81.85,83.28,81.14,
logical,3,logical_L3_v1,5,1,76.5,80.58,88.58,87.41,86.45,86.76,87.72,86.54,88.58,89.51,88.47,89.19,82.66,82.44,89.69,93.08,86.44,88.55,93.9,84.08,89.46,82.58,78.74,82.95,71.33,72.72,82.12,78.41,78.08,81.14,
logical,3,logical_L3_v2,5,2,82.84,80.58,88.58,80.89,86.45,86.76,80.21,86.54,88.58,84,88.47,89.19,75.97,82.44,89.69,74.59,86.44,88.55,72.32,84.08,89.46,76.86,78.74,82.95,73.14,72.72,82.12,77.98,78.08,81.14,
logical,3,logical_L3_v3,5,3,82.4,80.58,88.58,91.04,86.45,86.76,91.69,86.54,88.58,91.91,88.47,89.19,88.68,82.44,89.69,91.64,86.44,88.55,86.01,84.08,89.46,76.79,78.74,82.95,73.69,72.72,82.12,77.84,78.08,81.14,
logical,3,logical_L3_v1,6,1,93.97,91.52,88.58,89.4,86.24,86.76,95.43,91.22,88.58,95.29,94.33,89.19,93.59,93.38,89.69,93.51,91.73,88.55,93.61,93.11,89.46,86.98,83.19,82.95,85.05,82.4,82.12,88.09,83.5,81.14,
logical,3,logical_L3_v2,6,2,91.47,91.52,88.58,82.37,86.24,86.76,89.41,91.22,88.58,93.27,94.33,89.19,90.94,93.38,89.69,89.95,91.73,88.55,91.42,93.11,89.46,83.57,83.19,82.95,74.87,82.4,82.12,77.51,83.5,81.14,
logical,3,logical_L3_v3,6,3,89.11,91.52,88.58,86.96,86.24,86.76,88.81,91.22,88.58,94.44,94.33,89.19,95.62,93.38,89.69,91.72,91.73,88.55,94.31,93.11,89.46,79.03,83.19,82.95,87.29,82.4,82.12,84.91,83.5,81.14,
logical,3,logical_L3_v1,7,1,86.52,88.63,88.58,90.26,91.1,86.76,95.35,92.09,88.58,94.79,91.85,89.19,90.65,89,89.69,89.3,87.8,88.55,86.17,86.77,89.46,90.79,87.55,82.95,89,89.32,82.12,77.02,78.73,81.14,
logical,3,logical_L3_v2,7,2,92.42,88.63,88.58,91.15,91.1,86.76,89.96,92.09,88.58,88.56,91.85,89.19,89.54,89,89.69,88.72,87.8,88.55,88.54,86.77,89.46,82,87.55,82.95,90.12,89.32,82.12,77.63,78.73,81.14,
logical,3,logical_L3_v3,7,3,86.95,88.63,88.58,91.88,91.1,86.76,90.96,92.09,88.58,92.19,91.85,89.19,86.8,89,89.69,85.39,87.8,88.55,85.61,86.77,89.46,89.86,87.55,82.95,88.85,89.32,82.12,81.54,78.73,81.14,
logical,3,logical_L3_v1,8,1,81.24,89.73,88.58,86.39,84.73,86.76,76.24,78.5,88.58,80.05,79.84,89.19,85.56,87.37,89.69,91.42,89.29,88.55,82.69,87.57,89.46,77.72,80.65,82.95,81.59,83.38,82.12,78.48,79.75,81.14,
logical,3,logical_L3_v2,8,2,92.49,89.73,88.58,82.47,84.73,86.76,78.03,78.5,88.58,78.84,79.84,89.19,87.68,87.37,89.69,83.39,89.29,88.55,84.61,87.57,89.46,84.25,80.65,82.95,80.17,83.38,82.12,79.94,79.75,81.14,
logical,3,logical_L3_v3,8,3,95.46,89.73,88.58,85.33,84.73,86.76,81.22,78.5,88.58,80.62,79.84,89.19,88.86,87.37,89.69,93.07,89.29,88.55,95.42,87.57,89.46,79.98,80.65,82.95,88.37,83.38,82.12,80.83,79.75,81.14,
logical,3,logical_L3_v1,9,1,89.09,80.53,88.58,90.83,87.64,86.76,92.41,87.51,88.58,83.47,85.72,89.19,87.95,87.99,89.69,88.03,87.68,88.55,88.53,88.36,89.46,85.84,85.04,82.95,87.86,85.41,82.12,88.83,85.3,81.14,
logical,3,logical_L3_v2,9,2,96.91,80.53,88.58,91.21,87.64,86.76,90.07,87.51,88.58,93.16,85.72,89.19,90.79,87.99,89.69,93.07,87.68,88.55,89.66,88.36,89.46,86.67,85.04,82.95,88.92,85.41,82.12,85.24,85.3,81.14,
logical,3,logical_L3_v3,9,3,55.6,80.53,88.58,80.88,87.64,86.76,80.04,87.51,88.58,80.52,85.72,89.19,85.24,87.99,89.69,81.94,87.68,88.55,86.89,88.36,89.46,82.61,85.04,82.95,79.45,85.41,82.12,81.84,85.3,81.14,
logical,3,logical_L3_v1,10,1,91.87,87.43,88.58,96.05,92.23,86.76,95.71,92.62,88.58,92.16,91.34,89.19,93.24,92.94,89.69,93.17,94.08,88.55,94.23,93.38,89.46,85,84.8,82.95,84.35,80.92,82.12,89.16,86.98,81.14,
