Drift_Level,qna_1_V1,qna_1_V2,qna_1_V3,qna_2_V1,qna_2_V2,qna_2_V3,qna_3_V1,qna_3_V2,qna_3_V3,qna_4_V1,qna_4_V2,qna_4_V3,qna_5_V1,qna_5_V2,qna_5_V3,qna_6_V1,qna_6_V2,qna_6_V3,qna_7_V1,qna_7_V2,qna_7_V3,qna_8_V1,qna_8_V2,qna_8_V3,qna_9_V1,qna_9_V2,qna_9_V3,qna_10_V1,qna_10_V2,qna_10_V3,qna_1_mean,qna_1_std,qna_2_mean,qna_2_std,qna_3_mean,qna_3_std,qna_4_mean,qna_4_std,qna_5_mean,qna_5_std,qna_6_mean,qna_6_std,qna_7_mean,qna_7_std,qna_8_mean,qna_8_std,qna_9_mean,qna_9_std,qna_10_mean,qna_10_std,overall_mean,overall_std,relative_drop_%
1,95.86,92.81,97.12,95.27,94.5,94.57,92.59,94.61,92.51,96.32,89.77,93.07,95.7,95.73,97.32,84.6,96.19,94.79,89.43,92.39,89.6,87.63,93.32,86.09,97.52,96.42,96.87,89.29,91.16,90.39,95.263,2.216,94.78,0.426,93.237,1.19,93.053,3.275,96.25,0.927,91.86,6.326,90.473,1.662,89.013,3.808,96.937,0.553,90.28,0.94,93.115,3.469,0.0
2,91.6,95.0,93.5,93.6,86.38,92.92,93.65,94.35,93.73,94.75,96.56,95.03,98.16,95.68,96.67,92.85,90.5,94.84,89.92,91.19,90.86,89.58,97.2,91.73,95.53,97.15,96.15,90.45,91.52,89.71,93.367,1.704,90.967,3.987,93.91,0.383,95.447,0.974,96.837,1.248,92.73,2.172,90.657,0.659,92.837,3.929,96.277,0.817,90.56,0.91,93.359,2.801,-0.262
3,93.19,94.74,93.42,92.27,88.21,95.03,94.42,94.59,91.66,97.14,96.6,96.74,96.08,97.44,94.0,95.42,83.16,64.11,94.05,76.38,92.45,88.79,88.45,91.0,96.14,97.69,95.02,79.79,89.04,85.47,93.783,0.836,91.837,3.431,93.557,1.645,96.827,0.28,95.84,1.733,80.897,15.777,87.627,9.773,89.413,1.385,96.283,1.341,84.767,4.665,91.083,7.291,2.182
4,91.01,91.24,94.75,86.84,93.77,91.79,86.39,71.68,78.97,69.68,91.01,91.21,96.51,95.8,97.89,94.99,95.66,69.05,72.76,89.73,83.07,69.49,76.66,90.16,96.89,96.31,85.12,90.31,89.96,90.21,92.333,2.096,90.8,3.569,79.013,7.355,83.967,12.373,96.733,1.063,86.567,15.174,81.853,8.55,78.77,10.495,92.773,6.634,90.16,0.18,87.297,9.113,6.248
5,89.87,91.4,90.89,91.6,91.81,68.42,89.71,83.83,86.79,82.9,91.51,93.69,93.31,93.77,91.8,77.25,93.55,90.97,84.22,80.46,87.83,72.07,86.53,80.25,77.69,75.48,53.07,56.18,86.11,88.38,90.72,0.779,83.943,13.444,86.777,2.94,89.367,5.705,92.96,1.031,87.257,8.762,84.17,3.685,79.617,7.251,68.747,13.621,76.89,17.971,84.045,10.463,9.741
