Drift_Level,classification_1_V1,classification_1_V2,classification_1_V3,classification_2_V1,classification_2_V2,classification_2_V3,classification_3_V1,classification_3_V2,classification_3_V3,classification_4_V1,classification_4_V2,classification_4_V3,classification_5_V1,classification_5_V2,classification_5_V3,classification_6_V1,classification_6_V2,classification_6_V3,classification_7_V1,classification_7_V2,classification_7_V3,classification_8_V1,classification_8_V2,classification_8_V3,classification_9_V1,classification_9_V2,classification_9_V3,classification_10_V1,classification_10_V2,classification_10_V3,classification_1_mean,classification_1_std,classification_2_mean,classification_2_std,classification_3_mean,classification_3_std,classification_4_mean,classification_4_std,classification_5_mean,classification_5_std,classification_6_mean,classification_6_std,classification_7_mean,classification_7_std,classification_8_mean,classification_8_std,classification_9_mean,classification_9_std,classification_10_mean,classification_10_std,overall_mean,overall_std,relative_drop_%
1,95.72,94.94,96.2,93.33,88.53,95.73,95.46,94.39,96.32,96.97,96.76,97.29,91.5,91.82,88.13,92.15,92.37,92.67,92.31,89.5,91.39,96.77,96.41,90.14,93.3,91.0,93.12,88.74,93.7,90.05,95.62,0.636,92.53,3.666,95.39,0.967,97.007,0.267,90.483,2.044,92.397,0.261,91.067,1.433,94.44,3.728,92.473,1.279,90.83,2.57,93.224,2.78,0.0
2,94.1,93.42,89.93,93.23,87.66,94.69,96.52,95.56,97.24,94.39,95.34,88.59,96.8,93.89,94.99,92.71,95.9,92.94,91.69,91.03,90.92,88.72,89.73,93.5,93.53,94.8,94.56,93.46,93.43,91.84,92.483,2.237,91.86,3.71,96.44,0.843,92.773,3.654,95.227,1.469,93.85,1.779,91.213,0.416,90.65,2.519,94.297,0.675,92.91,0.927,93.17,2.489,0.057
3,95.05,93.52,87.49,82.58,89.28,93.92,94.62,87.02,91.13,95.78,84.28,93.09,96.4,93.38,94.11,90.75,90.8,88.39,89.01,87.12,92.01,90.09,93.88,97.74,93.87,93.36,90.7,89.8,90.35,94.11,92.02,3.997,88.593,5.701,90.923,3.804,91.05,6.015,94.63,1.576,89.98,1.377,89.38,2.466,93.903,3.825,92.643,1.702,91.42,2.346,91.454,3.543,1.898
4,94.27,94.82,94.15,80.25,90.72,87.87,95.06,91.61,94.95,94.34,97.27,86.0,93.81,91.72,95.45,90.12,84.01,89.18,89.76,93.96,89.18,82.89,75.76,92.54,91.35,90.6,92.21,76.44,85.98,78.1,94.413,0.357,86.28,5.413,93.873,1.961,92.537,5.847,93.66,1.87,87.77,3.29,90.967,2.608,83.73,8.421,91.387,0.806,80.173,5.097,89.479,5.871,4.017
5,78.35,83.63,68.47,80.58,82.13,76.74,89.68,77.1,82.42,74.49,78.06,76.36,82.73,85.46,86.05,75.81,84.64,83.44,84.19,84.18,87.41,66.62,79.42,79.92,81.16,74.26,75.35,80.21,76.99,73.79,76.817,7.695,79.817,2.775,83.067,6.315,76.303,1.786,84.747,1.771,81.297,4.789,85.26,1.862,75.32,7.539,76.923,3.709,76.997,3.21,79.655,5.297,14.555
